customer_id,customer_type,customer_name,date_of_birth,email,phone,address_line,city,state,country,postal_code,customer_segment,risk_tier,customer_status,created_date
CUST_SYN_000011,INDIVIDUAL,Synthetic Customer 000011,1976-12-12,customer000011@example.invalid,+1-555-0011,111 Fictional Avenue,Sample Ville,SV,DE,SYN0011,CORPORATE,HIGH,ACTIVE,2024-11-05
CUST_SYN_000012,BUSINESS,Synthetic Customer 000012,,customer000012@example.invalid,+1-555-0012,112 Fictional Avenue,Test Harbour,TH,SG,SYN0012,RETAIL,LOW,ACTIVE,2024-11-04
CUST_SYN_000013,INDIVIDUAL,Synthetic Customer 000013,1978-02-14,customer000013@example.invalid,+1-555-0013,113 Fictional Avenue,Example City,EX,US,SYN0013,SME,MEDIUM,ACTIVE,2024-11-03
CUST_SYN_000014,INDIVIDUAL,Synthetic Customer 000014,1979-03-15,customer000014@example.invalid,+1-555-0014,114 Fictional Avenue,Demo Borough,DM,GB,SYN0014,CORPORATE,HIGH,ACTIVE,2024-11-02
CUST_SYN_000015,INDIVIDUAL,Synthetic Customer 000015,1980-04-16,customer000015@example.invalid,+1-555-0015,115 Fictional Avenue,Sample Ville,SV,DE,SYN0015,RETAIL,LOW,ACTIVE,2024-11-01
CUST_SYN_000016,BUSINESS,Synthetic Customer 000016,,customer000016@example.invalid,+1-555-0016,116 Fictional Avenue,Test Harbour,TH,SG,SYN0016,SME,MEDIUM,ACTIVE,2024-10-31
CUST_SYN_000017,INDIVIDUAL,Synthetic Customer 000017,1982-06-18,customer000017@example.invalid,+1-555-0017,117 Fictional Avenue,Example City,EX,US,SYN0017,CORPORATE,HIGH,ACTIVE,2024-10-30
CUST_SYN_000018,INDIVIDUAL,Synthetic Customer 000018,1983-07-19,customer000018@example.invalid,+1-555-0018,118 Fictional Avenue,Demo Borough,DM,GB,SYN0018,RETAIL,LOW,ACTIVE,2024-10-29
CUST_SYN_000019,INDIVIDUAL,Synthetic Customer 000019,1984-08-20,customer000019@example.invalid,+1-555-0019,119 Fictional Avenue,Sample Ville,SV,DE,SYN0019,SME,MEDIUM,ACTIVE,2024-10-28
CUST_SYN_000020,BUSINESS,Synthetic Customer 000020,,customer000020@example.invalid,+1-555-0020,120 Fictional Avenue,Test Harbour,TH,SG,SYN0020,CORPORATE,HIGH,ACTIVE,2024-10-27
CUST_SYN_000021,INDIVIDUAL,Synthetic Customer 000021,1986-10-22,customer000021@example.invalid,+1-555-0021,121 Fictional Avenue,Example City,EX,US,SYN0021,RETAIL,LOW,ACTIVE,2024-10-26
CUST_SYN_000022,INDIVIDUAL,Synthetic Customer 000022,1987-11-23,customer000022@example.invalid,+1-555-0022,122 Fictional Avenue,Demo Borough,DM,GB,SYN0022,SME,MEDIUM,ACTIVE,2024-10-25
CUST_SYN_000023,INDIVIDUAL,Synthetic Customer 000023,1988-12-24,customer000023@example.invalid,+1-555-0023,123 Fictional Avenue,Sample Ville,SV,DE,SYN0023,CORPORATE,HIGH,ACTIVE,2024-10-24
CUST_SYN_000024,BUSINESS,Synthetic Customer 000024,,customer000024@example.invalid,+1-555-0024,124 Fictional Avenue,Test Harbour,TH,SG,SYN0024,RETAIL,LOW,ACTIVE,2024-10-23
CUST_SYN_000025,INDIVIDUAL,Synthetic Customer 000025,1990-02-26,customer000025@example.invalid,+1-555-0025,125 Fictional Avenue,Example City,EX,US,SYN0025,SME,MEDIUM,ACTIVE,2024-10-22
CUST_SYN_000026,INDIVIDUAL,Synthetic Customer 000026,1991-03-27,customer000026@example.invalid,+1-555-0026,126 Fictional Avenue,Demo Borough,DM,GB,SYN0026,CORPORATE,HIGH,ACTIVE,2024-10-21
CUST_SYN_000027,INDIVIDUAL,Synthetic Customer 000027,1992-04-01,customer000027@example.invalid,+1-555-0027,127 Fictional Avenue,Sample Ville,SV,DE,SYN0027,RETAIL,LOW,ACTIVE,2024-10-20
CUST_SYN_000028,BUSINESS,Synthetic Customer 000028,,customer000028@example.invalid,+1-555-0028,128 Fictional Avenue,Test Harbour,TH,SG,SYN0028,SME,MEDIUM,ACTIVE,2024-10-19
CUST_SYN_000029,INDIVIDUAL,Synthetic Customer 000029,1994-06-03,customer000029@example.invalid,+1-555-0029,129 Fictional Avenue,Example City,EX,US,SYN0029,CORPORATE,HIGH,ACTIVE,2024-10-18
CUST_SYN_000030,INDIVIDUAL,Synthetic Customer 000030,1995-07-04,customer000030@example.invalid,+1-555-0030,130 Fictional Avenue,Demo Borough,DM,GB,SYN0030,RETAIL,LOW,ACTIVE,2024-10-17
CUST_SYN_000031,INDIVIDUAL,Synthetic Customer 000031,1996-08-05,customer000031@example.invalid,+1-555-0031,131 Fictional Avenue,Sample Ville,SV,DE,SYN0031,SME,MEDIUM,ACTIVE,2024-10-16
CUST_SYN_000032,BUSINESS,Synthetic Customer 000032,,customer000032@example.invalid,+1-555-0032,132 Fictional Avenue,Test Harbour,TH,SG,SYN0032,CORPORATE,HIGH,ACTIVE,2024-10-15
CUST_SYN_000033,INDIVIDUAL,Synthetic Customer 000033,1998-10-07,customer000033@example.invalid,+1-555-0033,133 Fictional Avenue,Example City,EX,US,SYN0033,RETAIL,LOW,ACTIVE,2024-10-14
CUST_SYN_000034,INDIVIDUAL,Synthetic Customer 000034,1999-11-08,customer000034@example.invalid,+1-555-0034,134 Fictional Avenue,Demo Borough,DM,GB,SYN0034,SME,MEDIUM,ACTIVE,2024-10-13
CUST_SYN_000035,INDIVIDUAL,Synthetic Customer 000035,1965-12-09,customer000035@example.invalid,+1-555-0035,135 Fictional Avenue,Sample Ville,SV,DE,SYN0035,CORPORATE,HIGH,ACTIVE,2024-10-12
CUST_SYN_000036,BUSINESS,Synthetic Customer 000036,,customer000036@example.invalid,+1-555-0036,136 Fictional Avenue,Test Harbour,TH,SG,SYN0036,RETAIL,LOW,ACTIVE,2024-10-11
CUST_SYN_000037,INDIVIDUAL,Synthetic Customer 000037,1967-02-11,customer000037@example.invalid,+1-555-0037,137 Fictional Avenue,Example City,EX,US,SYN0037,SME,MEDIUM,ACTIVE,2024-10-10
CUST_SYN_000038,INDIVIDUAL,Synthetic Customer 000038,1968-03-12,customer000038@example.invalid,+1-555-0038,138 Fictional Avenue,Demo Borough,DM,GB,SYN0038,CORPORATE,HIGH,ACTIVE,2024-10-09
CUST_SYN_000039,INDIVIDUAL,Synthetic Customer 000039,1969-04-13,customer000039@example.invalid,+1-555-0039,139 Fictional Avenue,Sample Ville,SV,DE,SYN0039,RETAIL,LOW,ACTIVE,2024-10-08
CUST_SYN_000040,BUSINESS,Synthetic Customer 000040,,customer000040@example.invalid,+1-555-0040,140 Fictional Avenue,Test Harbour,TH,SG,SYN0040,SME,MEDIUM,ACTIVE,2024-10-07
CUST_SYN_000041,INDIVIDUAL,Synthetic Customer 000041,1971-06-15,customer000041@example.invalid,+1-555-0041,141 Fictional Avenue,Example City,EX,US,SYN0041,CORPORATE,HIGH,ACTIVE,2024-10-06
CUST_SYN_000042,INDIVIDUAL,Synthetic Customer 000042,1972-07-16,customer000042@example.invalid,+1-555-0042,142 Fictional Avenue,Demo Borough,DM,GB,SYN0042,RETAIL,LOW,ACTIVE,2024-10-05
CUST_SYN_000043,INDIVIDUAL,Synthetic Customer 000043,1973-08-17,customer000043@example.invalid,+1-555-0043,143 Fictional Avenue,Sample Ville,SV,DE,SYN0043,SME,MEDIUM,ACTIVE,2024-10-04
CUST_SYN_000044,BUSINESS,Synthetic Customer 000044,,customer000044@example.invalid,+1-555-0044,144 Fictional Avenue,Test Harbour,TH,SG,SYN0044,CORPORATE,HIGH,ACTIVE,2024-10-03
CUST_SYN_000045,INDIVIDUAL,Synthetic Customer 000045,1975-10-19,customer000045@example.invalid,+1-555-0045,145 Fictional Avenue,Example City,EX,US,SYN0045,RETAIL,LOW,ACTIVE,2024-10-02
CUST_SYN_000046,INDIVIDUAL,Synthetic Customer 000046,1976-11-20,customer000046@example.invalid,+1-555-0046,146 Fictional Avenue,Demo Borough,DM,GB,SYN0046,SME,MEDIUM,ACTIVE,2024-10-01
CUST_SYN_000047,INDIVIDUAL,Synthetic Customer 000047,1977-12-21,customer000047@example.invalid,+1-555-0047,147 Fictional Avenue,Sample Ville,SV,DE,SYN0047,CORPORATE,HIGH,ACTIVE,2024-09-30
CUST_SYN_000048,BUSINESS,Synthetic Customer 000048,,customer000048@example.invalid,+1-555-0048,148 Fictional Avenue,Test Harbour,TH,SG,SYN0048,RETAIL,LOW,ACTIVE,2024-09-29
CUST_SYN_000049,INDIVIDUAL,Synthetic Customer 000049,1979-02-23,customer000049@example.invalid,+1-555-0049,149 Fictional Avenue,Example City,EX,US,SYN0049,SME,MEDIUM,ACTIVE,2024-09-28
CUST_SYN_000050,INDIVIDUAL,Synthetic Customer 000050,1980-03-24,customer000050@example.invalid,+1-555-0050,150 Fictional Avenue,Demo Borough,DM,GB,SYN0050,CORPORATE,HIGH,ACTIVE,2024-09-27
CUST_SYN_000051,INDIVIDUAL,Synthetic Customer 000051,1981-04-25,customer000051@example.invalid,+1-555-0051,151 Fictional Avenue,Sample Ville,SV,DE,SYN0051,RETAIL,LOW,ACTIVE,2024-09-26
CUST_SYN_000052,BUSINESS,Synthetic Customer 000052,,customer000052@example.invalid,+1-555-0052,152 Fictional Avenue,Test Harbour,TH,SG,SYN0052,SME,MEDIUM,ACTIVE,2024-09-25
CUST_SYN_000053,INDIVIDUAL,Synthetic Customer 000053,1983-06-27,customer000053@example.invalid,+1-555-0053,153 Fictional Avenue,Example City,EX,US,SYN0053,CORPORATE,HIGH,ACTIVE,2024-09-24
CUST_SYN_000054,INDIVIDUAL,Synthetic Customer 000054,1984-07-01,customer000054@example.invalid,+1-555-0054,154 Fictional Avenue,Demo Borough,DM,GB,SYN0054,RETAIL,LOW,ACTIVE,2024-09-23
CUST_SYN_000055,INDIVIDUAL,Synthetic Customer 000055,1985-08-02,customer000055@example.invalid,+1-555-0055,155 Fictional Avenue,Sample Ville,SV,DE,SYN0055,SME,MEDIUM,ACTIVE,2024-09-22
CUST_SYN_000056,BUSINESS,Synthetic Customer 000056,,customer000056@example.invalid,+1-555-0056,156 Fictional Avenue,Test Harbour,TH,SG,SYN0056,CORPORATE,HIGH,ACTIVE,2024-09-21
CUST_SYN_000057,INDIVIDUAL,Synthetic Customer 000057,1987-10-04,customer000057@example.invalid,+1-555-0057,157 Fictional Avenue,Example City,EX,US,SYN0057,RETAIL,LOW,ACTIVE,2024-09-20
CUST_SYN_000058,INDIVIDUAL,Synthetic Customer 000058,1988-11-05,customer000058@example.invalid,+1-555-0058,158 Fictional Avenue,Demo Borough,DM,GB,SYN0058,SME,MEDIUM,ACTIVE,2024-09-19
CUST_SYN_000059,INDIVIDUAL,Synthetic Customer 000059,1989-12-06,customer000059@example.invalid,+1-555-0059,159 Fictional Avenue,Sample Ville,SV,DE,SYN0059,CORPORATE,HIGH,ACTIVE,2024-09-18
CUST_SYN_000060,BUSINESS,Synthetic Customer 000060,,customer000060@example.invalid,+1-555-0060,160 Fictional Avenue,Test Harbour,TH,SG,SYN0060,RETAIL,LOW,ACTIVE,2024-09-17
CUST_SYN_000061,INDIVIDUAL,Synthetic Customer 000061,1991-02-08,customer000061@example.invalid,+1-555-0061,161 Fictional Avenue,Example City,EX,US,SYN0061,SME,MEDIUM,ACTIVE,2024-09-16
CUST_SYN_000062,INDIVIDUAL,Synthetic Customer 000062,1992-03-09,customer000062@example.invalid,+1-555-0062,162 Fictional Avenue,Demo Borough,DM,GB,SYN0062,CORPORATE,HIGH,ACTIVE,2024-09-15
CUST_SYN_000063,INDIVIDUAL,Synthetic Customer 000063,1993-04-10,customer000063@example.invalid,+1-555-0063,163 Fictional Avenue,Sample Ville,SV,DE,SYN0063,RETAIL,LOW,ACTIVE,2024-09-14
CUST_SYN_000064,BUSINESS,Synthetic Customer 000064,,customer000064@example.invalid,+1-555-0064,164 Fictional Avenue,Test Harbour,TH,SG,SYN0064,SME,MEDIUM,ACTIVE,2024-09-13
CUST_SYN_000065,INDIVIDUAL,Synthetic Customer 000065,1995-06-12,customer000065@example.invalid,+1-555-0065,165 Fictional Avenue,Example City,EX,US,SYN0065,CORPORATE,HIGH,ACTIVE,2024-09-12
CUST_SYN_000066,INDIVIDUAL,Synthetic Customer 000066,1996-07-13,customer000066@example.invalid,+1-555-0066,166 Fictional Avenue,Demo Borough,DM,GB,SYN0066,RETAIL,LOW,ACTIVE,2024-09-11
CUST_SYN_000067,INDIVIDUAL,Synthetic Customer 000067,1997-08-14,customer000067@example.invalid,+1-555-0067,167 Fictional Avenue,Sample Ville,SV,DE,SYN0067,SME,MEDIUM,ACTIVE,2024-09-10
CUST_SYN_000068,BUSINESS,Synthetic Customer 000068,,customer000068@example.invalid,+1-555-0068,168 Fictional Avenue,Test Harbour,TH,SG,SYN0068,CORPORATE,HIGH,ACTIVE,2024-09-09
CUST_SYN_000069,INDIVIDUAL,Synthetic Customer 000069,1999-10-16,customer000069@example.invalid,+1-555-0069,169 Fictional Avenue,Example City,EX,US,SYN0069,RETAIL,LOW,ACTIVE,2024-09-08
CUST_SYN_000070,INDIVIDUAL,Synthetic Customer 000070,1965-11-17,customer000070@example.invalid,+1-555-0070,170 Fictional Avenue,Demo Borough,DM,GB,SYN0070,SME,MEDIUM,ACTIVE,2024-09-07
CUST_SYN_000071,INDIVIDUAL,Synthetic Customer 000071,1966-12-18,customer000071@example.invalid,+1-555-0071,171 Fictional Avenue,Sample Ville,SV,DE,SYN0071,CORPORATE,HIGH,ACTIVE,2024-09-06
CUST_SYN_000072,BUSINESS,Synthetic Customer 000072,,customer000072@example.invalid,+1-555-0072,172 Fictional Avenue,Test Harbour,TH,SG,SYN0072,RETAIL,LOW,ACTIVE,2024-09-05
CUST_SYN_000073,INDIVIDUAL,Synthetic Customer 000073,1968-02-20,customer000073@example.invalid,+1-555-0073,173 Fictional Avenue,Example City,EX,US,SYN0073,SME,MEDIUM,ACTIVE,2024-09-04
CUST_SYN_000074,INDIVIDUAL,Synthetic Customer 000074,1969-03-21,customer000074@example.invalid,+1-555-0074,174 Fictional Avenue,Demo Borough,DM,GB,SYN0074,CORPORATE,HIGH,ACTIVE,2024-09-03
CUST_SYN_000075,INDIVIDUAL,Synthetic Customer 000075,1970-04-22,customer000075@example.invalid,+1-555-0075,175 Fictional Avenue,Sample Ville,SV,DE,SYN0075,RETAIL,LOW,ACTIVE,2024-09-02
CUST_SYN_000076,BUSINESS,Synthetic Customer 000076,,customer000076@example.invalid,+1-555-0076,176 Fictional Avenue,Test Harbour,TH,SG,SYN0076,SME,MEDIUM,ACTIVE,2024-09-01
CUST_SYN_000077,INDIVIDUAL,Synthetic Customer 000077,1972-06-24,customer000077@example.invalid,+1-555-0077,177 Fictional Avenue,Example City,EX,US,SYN0077,CORPORATE,HIGH,ACTIVE,2024-08-31
CUST_SYN_000078,INDIVIDUAL,Synthetic Customer 000078,1973-07-25,customer000078@example.invalid,+1-555-0078,178 Fictional Avenue,Demo Borough,DM,GB,SYN0078,RETAIL,LOW,ACTIVE,2024-08-30
CUST_SYN_000079,INDIVIDUAL,Synthetic Customer 000079,1974-08-26,customer000079@example.invalid,+1-555-0079,179 Fictional Avenue,Sample Ville,SV,DE,SYN0079,SME,MEDIUM,ACTIVE,2024-08-29
CUST_SYN_000080,BUSINESS,Synthetic Customer 000080,,customer000080@example.invalid,+1-555-0080,180 Fictional Avenue,Test Harbour,TH,SG,SYN0080,CORPORATE,HIGH,ACTIVE,2024-08-28
CUST_SYN_000081,INDIVIDUAL,Synthetic Customer 000081,1976-10-01,customer000081@example.invalid,+1-555-0081,181 Fictional Avenue,Example City,EX,US,SYN0081,RETAIL,LOW,ACTIVE,2024-08-27
CUST_SYN_000082,INDIVIDUAL,Synthetic Customer 000082,1977-11-02,customer000082@example.invalid,+1-555-0082,182 Fictional Avenue,Demo Borough,DM,GB,SYN0082,SME,MEDIUM,ACTIVE,2024-08-26
CUST_SYN_000083,INDIVIDUAL,Synthetic Customer 000083,1978-12-03,customer000083@example.invalid,+1-555-0083,183 Fictional Avenue,Sample Ville,SV,DE,SYN0083,CORPORATE,HIGH,ACTIVE,2024-08-25
CUST_SYN_000084,BUSINESS,Synthetic Customer 000084,,customer000084@example.invalid,+1-555-0084,184 Fictional Avenue,Test Harbour,TH,SG,SYN0084,RETAIL,LOW,ACTIVE,2024-08-24
CUST_SYN_000085,INDIVIDUAL,Synthetic Customer 000085,1980-02-05,customer000085@example.invalid,+1-555-0085,185 Fictional Avenue,Example City,EX,US,SYN0085,SME,MEDIUM,ACTIVE,2024-08-23
CUST_SYN_000086,INDIVIDUAL,Synthetic Customer 000086,1981-03-06,customer000086@example.invalid,+1-555-0086,186 Fictional Avenue,Demo Borough,DM,GB,SYN0086,CORPORATE,HIGH,ACTIVE,2024-08-22
CUST_SYN_000087,INDIVIDUAL,Synthetic Customer 000087,1982-04-07,customer000087@example.invalid,+1-555-0087,187 Fictional Avenue,Sample Ville,SV,DE,SYN0087,RETAIL,LOW,ACTIVE,2024-08-21
CUST_SYN_000088,BUSINESS,Synthetic Customer 000088,,customer000088@example.invalid,+1-555-0088,188 Fictional Avenue,Test Harbour,TH,SG,SYN0088,SME,MEDIUM,ACTIVE,2024-08-20
CUST_SYN_000089,INDIVIDUAL,Synthetic Customer 000089,1984-06-09,customer000089@example.invalid,+1-555-0089,189 Fictional Avenue,Example City,EX,US,SYN0089,CORPORATE,HIGH,ACTIVE,2024-08-19
CUST_SYN_000090,INDIVIDUAL,Synthetic Customer 000090,1985-07-10,customer000090@example.invalid,+1-555-0090,190 Fictional Avenue,Demo Borough,DM,GB,SYN0090,RETAIL,LOW,ACTIVE,2024-08-18
CUST_SYN_000091,INDIVIDUAL,Synthetic Customer 000091,1986-08-11,customer000091@example.invalid,+1-555-0091,191 Fictional Avenue,Sample Ville,SV,DE,SYN0091,SME,MEDIUM,ACTIVE,2024-08-17
CUST_SYN_000092,BUSINESS,Synthetic Customer 000092,,customer000092@example.invalid,+1-555-0092,192 Fictional Avenue,Test Harbour,TH,SG,SYN0092,CORPORATE,HIGH,ACTIVE,2024-08-16
CUST_SYN_000093,INDIVIDUAL,Synthetic Customer 000093,1988-10-13,customer000093@example.invalid,+1-555-0093,193 Fictional Avenue,Example City,EX,US,SYN0093,RETAIL,LOW,ACTIVE,2024-08-15
CUST_SYN_000094,INDIVIDUAL,Synthetic Customer 000094,1989-11-14,customer000094@example.invalid,+1-555-0094,194 Fictional Avenue,Demo Borough,DM,GB,SYN0094,SME,MEDIUM,ACTIVE,2024-08-14
CUST_SYN_000095,INDIVIDUAL,Synthetic Customer 000095,1990-12-15,customer000095@example.invalid,+1-555-0095,195 Fictional Avenue,Sample Ville,SV,DE,SYN0095,CORPORATE,HIGH,ACTIVE,2024-08-13
CUST_SYN_000096,BUSINESS,Synthetic Customer 000096,,customer000096@example.invalid,+1-555-0096,196 Fictional Avenue,Test Harbour,TH,SG,SYN0096,RETAIL,LOW,ACTIVE,2024-08-12
CUST_SYN_000097,INDIVIDUAL,Synthetic Customer 000097,1992-02-17,customer000097@example.invalid,+1-555-0097,197 Fictional Avenue,Example City,EX,US,SYN0097,SME,MEDIUM,ACTIVE,2024-08-11
CUST_SYN_000098,INDIVIDUAL,Synthetic Customer 000098,1993-03-18,customer000098@example.invalid,+1-555-0098,198 Fictional Avenue,Demo Borough,DM,GB,SYN0098,CORPORATE,HIGH,ACTIVE,2024-08-10
CUST_SYN_000099,INDIVIDUAL,Synthetic Customer 000099,1994-04-19,customer000099@example.invalid,+1-555-0099,199 Fictional Avenue,Sample Ville,SV,DE,SYN0099,RETAIL,LOW,ACTIVE,2024-08-09
CUST_SYN_000100,BUSINESS,Synthetic Customer 000100,,customer000100@example.invalid,+1-555-0100,200 Fictional Avenue,Test Harbour,TH,SG,SYN0100,SME,MEDIUM,ACTIVE,2024-08-08
CUST_SYN_000101,INDIVIDUAL,Synthetic Customer 000101,1996-06-21,customer000101@example.invalid,+1-555-0101,201 Fictional Avenue,Example City,EX,US,SYN0101,CORPORATE,HIGH,ACTIVE,2024-08-07
CUST_SYN_000102,INDIVIDUAL,Synthetic Customer 000102,1997-07-22,customer000102@example.invalid,+1-555-0102,202 Fictional Avenue,Demo Borough,DM,GB,SYN0102,RETAIL,LOW,ACTIVE,2024-08-06
CUST_SYN_000103,INDIVIDUAL,Synthetic Customer 000103,1998-08-23,customer000103@example.invalid,+1-555-0103,203 Fictional Avenue,Sample Ville,SV,DE,SYN0103,SME,MEDIUM,ACTIVE,2024-08-05
CUST_SYN_000104,BUSINESS,Synthetic Customer 000104,,customer000104@example.invalid,+1-555-0104,204 Fictional Avenue,Test Harbour,TH,SG,SYN0104,CORPORATE,HIGH,ACTIVE,2024-08-04
CUST_SYN_000105,INDIVIDUAL,Synthetic Customer 000105,1965-10-25,customer000105@example.invalid,+1-555-0105,205 Fictional Avenue,Example City,EX,US,SYN0105,RETAIL,LOW,ACTIVE,2024-08-03
CUST_SYN_000106,INDIVIDUAL,Synthetic Customer 000106,1966-11-26,customer000106@example.invalid,+1-555-0106,206 Fictional Avenue,Demo Borough,DM,GB,SYN0106,SME,MEDIUM,ACTIVE,2024-08-02
CUST_SYN_000107,INDIVIDUAL,Synthetic Customer 000107,1967-12-27,customer000107@example.invalid,+1-555-0107,207 Fictional Avenue,Sample Ville,SV,DE,SYN0107,CORPORATE,HIGH,ACTIVE,2024-08-01
CUST_SYN_000108,BUSINESS,Synthetic Customer 000108,,customer000108@example.invalid,+1-555-0108,208 Fictional Avenue,Test Harbour,TH,SG,SYN0108,RETAIL,LOW,ACTIVE,2024-07-31
CUST_SYN_000109,INDIVIDUAL,Synthetic Customer 000109,1969-02-02,customer000109@example.invalid,+1-555-0109,209 Fictional Avenue,Example City,EX,US,SYN0109,SME,MEDIUM,ACTIVE,2024-07-30
CUST_SYN_000110,INDIVIDUAL,Synthetic Customer 000110,1970-03-03,customer000110@example.invalid,+1-555-0110,210 Fictional Avenue,Demo Borough,DM,GB,SYN0110,CORPORATE,HIGH,ACTIVE,2024-07-29
CUST_SYN_000111,INDIVIDUAL,Synthetic Customer 000111,1971-04-04,customer000111@example.invalid,+1-555-0111,211 Fictional Avenue,Sample Ville,SV,DE,SYN0111,RETAIL,LOW,ACTIVE,2024-07-28
CUST_SYN_000112,BUSINESS,Synthetic Customer 000112,,customer000112@example.invalid,+1-555-0112,212 Fictional Avenue,Test Harbour,TH,SG,SYN0112,SME,MEDIUM,ACTIVE,2024-07-27
CUST_SYN_000113,INDIVIDUAL,Synthetic Customer 000113,1973-06-06,customer000113@example.invalid,+1-555-0113,213 Fictional Avenue,Example City,EX,US,SYN0113,CORPORATE,HIGH,ACTIVE,2024-07-26
CUST_SYN_000114,INDIVIDUAL,Synthetic Customer 000114,1974-07-07,customer000114@example.invalid,+1-555-0114,214 Fictional Avenue,Demo Borough,DM,GB,SYN0114,RETAIL,LOW,ACTIVE,2024-07-25
CUST_SYN_000115,INDIVIDUAL,Synthetic Customer 000115,1975-08-08,customer000115@example.invalid,+1-555-0115,215 Fictional Avenue,Sample Ville,SV,DE,SYN0115,SME,MEDIUM,ACTIVE,2024-07-24
CUST_SYN_000116,BUSINESS,Synthetic Customer 000116,,customer000116@example.invalid,+1-555-0116,216 Fictional Avenue,Test Harbour,TH,SG,SYN0116,CORPORATE,HIGH,ACTIVE,2024-07-23
CUST_SYN_000117,INDIVIDUAL,Synthetic Customer 000117,1977-10-10,customer000117@example.invalid,+1-555-0117,217 Fictional Avenue,Example City,EX,US,SYN0117,RETAIL,LOW,ACTIVE,2024-07-22
CUST_SYN_000118,INDIVIDUAL,Synthetic Customer 000118,1978-11-11,customer000118@example.invalid,+1-555-0118,218 Fictional Avenue,Demo Borough,DM,GB,SYN0118,SME,MEDIUM,ACTIVE,2024-07-21
CUST_SYN_000119,INDIVIDUAL,Synthetic Customer 000119,1979-12-12,customer000119@example.invalid,+1-555-0119,219 Fictional Avenue,Sample Ville,SV,DE,SYN0119,CORPORATE,HIGH,ACTIVE,2024-07-20
CUST_SYN_000120,BUSINESS,Synthetic Customer 000120,,customer000120@example.invalid,+1-555-0120,220 Fictional Avenue,Test Harbour,TH,SG,SYN0120,RETAIL,LOW,ACTIVE,2024-07-19
CUST_SYN_000121,INDIVIDUAL,Synthetic Customer 000121,1981-02-14,customer000121@example.invalid,+1-555-0121,221 Fictional Avenue,Example City,EX,US,SYN0121,SME,MEDIUM,ACTIVE,2024-07-18
CUST_SYN_000122,INDIVIDUAL,Synthetic Customer 000122,1982-03-15,customer000122@example.invalid,+1-555-0122,222 Fictional Avenue,Demo Borough,DM,GB,SYN0122,CORPORATE,HIGH,ACTIVE,2024-07-17
CUST_SYN_000123,INDIVIDUAL,Synthetic Customer 000123,1983-04-16,customer000123@example.invalid,+1-555-0123,223 Fictional Avenue,Sample Ville,SV,DE,SYN0123,RETAIL,LOW,ACTIVE,2024-07-16
CUST_SYN_000124,BUSINESS,Synthetic Customer 000124,,customer000124@example.invalid,+1-555-0124,224 Fictional Avenue,Test Harbour,TH,SG,SYN0124,SME,MEDIUM,ACTIVE,2024-07-15
CUST_SYN_000125,INDIVIDUAL,Synthetic Customer 000125,1985-06-18,customer000125@example.invalid,+1-555-0125,225 Fictional Avenue,Example City,EX,US,SYN0125,CORPORATE,HIGH,ACTIVE,2024-07-14
